ACCESSION	FLESH COLOR	WATERMELON MOSAIC	DAYS TO POLLINATION	FLESH DEPTH	FRUIT DIAMETER	FRUIT LENGTH	FRUIT SET	PLANT HABIT	POWDERY MILDEW	FRUIT RIBBING	UNIFORMITY	FRUIT SPOTTING	PLANT VIGOR	FRUIT COLOR	CUCUMBER MOSAIC VIRUS	FRUIT SURFACE COLOR	FRUIT SKIN TEXTURE	MAXIMUM PLANT VIGOR	CUCUMBER BEETLE INJURY	MINIMUM PLANT VIGOR	FRUIT LENGTH MAXIMUM	SQUASHBUG NYMPH	PLANT TYPE	FLESH THICKNESS MAXIMUM	SQUASHBUG ADULT	FRUIT SHAPE	FRUIT WIDTH MAXIMUM	FRUIT SURFACE PATTERN	FRUIT LENGTH MINIMUM	FRUIT WIDTH MINIMUM	100 SEED WEIGHT	WEIGHT OF 100 SEEDS	VINE-LENGTH	FRUIT SURFACE	MATURITY	FLESH THICKNESS MINIMUM
PI 458699	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	35	3.5	16	14	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458700	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	38	4.3	29	21	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458701	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	29	2	12	9	9 – EXCELLENT	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458702	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	41	4	24	17	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)		4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458703	4 – MEDIUM ORANGE	9 – SEVERE	39	2	19	12	9 – EXCELLENT	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 458704	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	42	2.4	13	8	7 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458705	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	50	4.7	30	26	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458708	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	50	2.7	23	27	9 – EXCELLENT	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458709	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	48	2.6	23	19	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		8 – (1 = POOR,  9 = EXCELLENT)		5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458710	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	58	4	21	23	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)	4 – TAN	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458714	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	71	2	18	22	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 458727					12	9								1 – ORANGE												5 – OBLATE							5	1 – SMOOTH	5 – MIDSEASON	
PI 458741		7 – (1 = SLIGHT,  9 = SEVERE)	35		12	13	9 – EXCELLENT		9 – SEVERE	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE																						
PI 458742	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	42	1.8	13	8	9 – EXCELLENT	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	3 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE																						
PI 470933	1 – YELLOW	7 – (1 = SLIGHT,  9 = SEVERE)		4.5	44	57	1 – POOR	2 – VINE		8 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	9 – PRONOUNCED	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 475748	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	43	2	13	10	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	9 – PRONOUNCED	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 475749	3 – PALE ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	35	2.5	13	15	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE																						
PI 481619	5 – DARK ORANGE	9 – SEVERE	63	3.8	23	17	1 – POOR	2 – VINE		7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 481622	5 – DARK ORANGE	9 – SEVERE	48	2	15	16	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)																							
PI 481623	2 – YELLOW-ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	60	2.8	23	31	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	3 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 481624	4 – MEDIUM ORANGE	9 – SEVERE	49	2.1	15	28	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		4 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)																							
PI 481625		9 – SEVERE	41		17	22	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		3 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 481626	4 – MEDIUM ORANGE	9 – SEVERE	41	3.8	24	58	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 481627	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	41	3.2	20	25	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482466	5 – DARK ORANGE	9 – SEVERE	38	2.5	19	12	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482467	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	37	2.8	20	15	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)																							
PI 482468	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	47	3	21	18	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482469	4 – MEDIUM ORANGE	9 – SEVERE	46	2.5	18	17	1 – POOR	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482470	2 – YELLOW-ORANGE	9 – SEVERE	43	2.5	18	32	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	3 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 482471	5 – DARK ORANGE	9 – SEVERE	49	3.1	22	13	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE																						
PI 482472	5 – DARK ORANGE	9 – SEVERE	46	3	22	10	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		9 – PRONOUNCED	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE																						
PI 482473	4 – MEDIUM ORANGE	9 – SEVERE	41	3.5	18	17	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482474	4 – MEDIUM ORANGE	9 – SEVERE	32	3.4	18	20	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		1 – SLIGHT																					
PI 482475	3 – PALE ORANGE	9 – SEVERE	39	1.8	16	15	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 482476	4 – MEDIUM ORANGE	9 – SEVERE	46	1.4	16	18	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482477	4 – MEDIUM ORANGE	9 – SEVERE	51	2.1	17	22	1 – POOR	2 – VINE		7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE																						
PI 482478	5 – DARK ORANGE	9 – SEVERE	48	3	22	17	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		8 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482479	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	39	2	20	18	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482480	4 – MEDIUM ORANGE	9 – SEVERE	49	2.2	15	14	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE																						
PI 482481	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	37	2.8	22	17	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482482	4 – MEDIUM ORANGE	9 – SEVERE	42	4.7	27	12	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	1 – SLIGHT																					
PI 482483	4 – MEDIUM ORANGE	9 – SEVERE	47	4.5	22	11	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE																						
PI 482484	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	43	2.5	20	18	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	1 – SLIGHT																					
PI 482485	3 – PALE ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)		2.9	12	19	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 482486	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	37	3.1	20	16	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 482523														9 – VARIABLE												7 – VARIABLE							6		5 – MIDSEASON	
PI 490349	1 – YELLOW	6 – (1 = SLIGHT,  9 = SEVERE)	85	3.2	23	34	1 – POOR	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 490350		3 – (1 = SLIGHT,  9 = SEVERE)	84				1 – POOR	2 – VINE	1 – SLIGHT		8 – (1 = POOR,  9 = EXCELLENT)		5 – (1 = POOR,  9 = EXCELLENT)																							
PI 490352	1 – YELLOW	3 – (1 = SLIGHT,  9 = SEVERE)	55	2.5	21	22	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 490353	1 – YELLOW	2 – (1 = SLIGHT,  9 = SEVERE)	53	1.2	13	15	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – TAN																						
PI 494827	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)		2	14	15		2 – VINE	1 – SLIGHT	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494830	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	64	2.4	16	12	1 – POOR	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)																							
PI 494831	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	68	4	26	21	1 – POOR	2 – VINE	1 – SLIGHT	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 494833	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)		2.1	15	17		2 – VINE	1 – SLIGHT	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494834	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)		2.5	16	18		2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494835	3 – PALE ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	64	3.2	19	22		2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)																							
PI 494836	3 – PALE ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)		1.5	12	12		2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)																							
PI 494837	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	79	2.3	16	20		2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494839	2 – YELLOW-ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	68	2.9	17	17	1 – POOR	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494840	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	72	2.8	16	13	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 494841	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	66	2.7	22	14	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494842	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	64	2.5	15	15	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494843	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	68	3	22	16	1 – POOR	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 494848																																	3			
PI 494850					16	12								1 – ORANGE												5 – OBLATE							4	9 – FURROWED		
PI 507882																															23.77; 19; 17.99	17.99; 19; 23.77				
PI 512662																															23.3; 17.02; 17.56	17.02; 17.56; 23.3				
PI 512664																															9.78; 9.83; 12.68	9.78; 9.83; 12.68				
PI 512665																															25.4; 17.08; 18.98	17.08; 18.98; 25.4				
PI 512693																															18.95; 20.7	18.95; 20.7; 23.4; 23.475; 23.53; 24.3				
PI 271345																															11.78; 21.39					
PI 608048																															13.5; 20.9; 18.16; 20.17; 20.5	13.5; 18.16; 20.17; 20.5; 20.9				
PI 684976																															30.14; 19.14	19.14; 30.14				
